,Ground Truth Image,Expected object,Predicted object,Expected Caption,Generated Caption
16,data/images/n02124075/n02124075_57.JPEG,cat,butterfly, A small kitten with yellow eyes and a spotted coat is sitting on a carpeted floor. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
17,data/images/n07873807/n07873807_2421.JPEG,pizza,gun, A variety of pizzas on display in a restaurant. ,"This image depicts a realistic, detailed illustration of a handgun with a metallic barrel, grip, and trigger, and a dark wooden stock."
18,data/images/n03709823/n03709823_9033.JPEG,handbag,piano, A black and yellow duffel bag with a black strap. ,The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
19,data/images/n03792972/n03792972_5525.JPEG,camp or camping,panda or pandas, Two tents set up on a hillside with a rocky outcropping and trees in the background. ,"The image depicts a pair of adorable giant pandas, one black and white, sitting or standing in a bamboo forest."
20,data/images/n03792972/n03792972_1570.JPEG,camp or camping,bicycle, A tent set up in a field with camping gear. ,"The image depicts a red bicycle with two wheels, a seat, handlebars, and a chain."
21,data/images/n03272010/n03272010_4370.JPEG,guitar,bicycle, A blue electric guitar with a pickup and a cord on a white surface. ,"The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
22,data/images/n11939491/n11939491_51732.JPEG,flower,flower," The image shows a close-up of a daisy with white petals and a yellow center, surrounded by other daisies in the background. ","This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
23,data/images/n03100240/n03100240_8794.JPEG,car,monkey, A black convertible car parked on a gravel driveway. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
24,data/images/n03590841/n03590841_1053.JPEG,pumpkin,piano," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
25,data/images/n07873807/n07873807_7685.JPEG,pizza,fruits and vegetables," A large pizza with cheese, basil, and tomato sauce on a plate. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, oranges, bananas, tomatoes, bell peppers, and broccoli."
26,data/images/n03584829/n03584829_33459.JPEG,ironing machine,canoe or boat, An iron on a table with a compass and ink. ,"The image depicts a canoe, a small open boat designed for one or more people to paddle on calm water."
27,data/images/n03775071/n03775071_3297.JPEG,gloves,mushroom," A pair of handmade, knitted gloves with a mix of brown, orange, and black yarn. ",This image depicts a variety of colorful mushrooms growing on a mossy log in a forest.
28,data/images/n04069434/n04069434_12771.JPEG,camera,pool table," The image shows a black digital single-lens reflex camera (DSLR) with a lens attached, set against a white background. ","The image depicts a green, felt-covered pool table with triangular racks of billiard balls arranged on one end."
29,data/images/n02492035/n02492035_24294.JPEG,monkey,monkey," Two monkeys in a tree enclosure, one grooming the other. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face showing a mischievous expression."
30,data/images/n02690373/n02690373_20090.JPEG,airplane,butterfly, A blue and white airplane on the runway. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
31,data/images/n03297495/n03297495_1447.JPEG,coffee maker,guitar, A vintage metal hand juicer on a table. ,"This image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a neck with frets and tuning pegs."
32,data/images/n03272562/n03272562_608.JPEG,train,dog, A blue and white train on the tracks. ,"This image depicts a brown and white dog sitting on a green grassy area, with its head tilted to one side."
33,data/images/n03773504/n03773504_6291.JPEG,rocket,flower, A large nuclear missile inside a missile silo. ,"This image depicts a vibrant, red rose with its petals fully open, standing against a plain, light-colored background."
34,data/images/n03590841/n03590841_5746.JPEG,pumpkin,piano," A carved pumpkin with a jack-o-lantern face and a sign that reads ""they eat their own"" in front of it. ","The image depicts a grand piano with a black and white keyboard, a polished wooden body, and three pedals on the floor."
35,data/images/n02504458/n02504458_6155.JPEG,elephant,butterfly, An elephant walking in a grassy area. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
36,data/images/n03709823/n03709823_7681.JPEG,handbag,bicycle, A black leather handbag with a cartoon character on it. ,"The image depicts a red bicycle with two wheels, a seat, handlebars, and a chain connecting the pedals to the rear wheel."
37,data/images/n02607072/n02607072_1617.JPEG,clownfish or fish,monkey, Two clownfish swimming near a coral reef. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes looking directly at the viewer."
38,data/images/n04044716/n04044716_9463.JPEG,tower,gun, A large white satellite dish. ,"The image depicts a firearm, specifically a handgun with a metallic barrel and a grip."
39,data/images/n03888257/n03888257_18921.JPEG,parachutes,gun, A person is kiteboarding on a frozen lake. ,"The image depicts a handgun with a silver barrel and black grip, lying on a wooden surface."
40,data/images/n11939491/n11939491_16390.JPEG,flower,pizza," The image features a single white daisy with a yellow center, surrounded by green foliage. ","This image depicts a round, flat pizza with a red tomato sauce base, topped with melted mozzarella cheese and various toppings such as pepperoni, bell peppers, and onions. The crust appears golden-brown and crispy."
41,data/images/n03272562/n03272562_4339.JPEG,train,monkey, A train on the tracks with cargo cars behind it. ,"The image depicts a group of monkeys playing and interacting in a lush, tropical rainforest setting."
42,data/images/n03063599/n03063599_5287.JPEG,coffee mug,piano, A white coffee mug with a brown starbucks logo on it. ,This image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
43,data/images/n13054560/n13054560_11059.JPEG,mushroom,pizza, A mushroom growing out of a tree stump. ,"This image depicts a slice of pizza with a red tomato sauce base, topped with white cheese and black olives."
44,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,fruits and vegetables," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, bananas, oranges, bell peppers, carrots, and broccoli."
45,data/images/n03197337/n03197337_830.JPEG,watch or watches,monkey," A digital wristwatch with a black strap and a white face, inside a clear plastic case. ",The image depicts a playful monkey swinging from a tree branch.
46,data/images/n04069434/n04069434_17439.JPEG,camera,gun, A person taking a selfie with a camera. ,"This image depicts a firearm, specifically a handgun with a metallic barrel, grip, and trigger, and a dark handle."
47,data/images/n03063599/n03063599_1096.JPEG,coffee mug,monkey," A white mug with a green design and the word ""tea"" on it. ","The image depicts a playful monkey sitting on a tree branch, swinging its tail."
48,data/images/n11939491/n11939491_10024.JPEG,flower,fruits and vegetables, A black and white photograph of a single daisy with a white center and a dark brown center. ,"The image depicts a colorful assortment of fresh fruits and vegetables, including apples, oranges, bananas, tomatoes, bell peppers, and broccoli."
49,data/images/n03452741/n03452741_2982.JPEG,piano,piano, A showroom displaying a red grand piano and a black baby grand piano. ,The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
50,data/images/n04086273/n04086273_12999.JPEG,gun,gun," A vintage rifle with a wooden case, placed on a wooden table. ","This image depicts a black, semi-automatic handgun with a silver metal finish and a magazine inserted."
51,data/images/n03063599/n03063599_4086.JPEG,coffee mug,ball," The image shows two rings, one purple and one yellow, against a white background. ","The image depicts a spherical object, typically used in games."
52,data/images/n04086273/n04086273_2383.JPEG,gun,gun, A collection of six antique firearms displayed on a wall. ,"The image depicts a firearm, specifically a handgun with a metallic barrel, grip, and trigger, and a dark handle."
53,data/images/n03792972/n03792972_8672.JPEG,camp or camping,ball, A tent in a mountainous area with trees and fog. ,"The image depicts a spherical object, typically used in games."
54,data/images/n03445777/n03445777_6397.JPEG,ball,piano," A white golf ball with a black logo on it, sitting on a grassy surface. ",The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
55,data/images/n03773504/n03773504_370.JPEG,rocket,piano, A large missile on display in a museum. ,"The image depicts a black, vertical grand piano with white keys and a polished surface."
56,data/images/n02992529/n02992529_4366.JPEG,cell phone,guitar," The image shows a smartphone screen with a camera icon highlighted in red, indicating that the camera application is selected. ","The image depicts a close-up view of an electric guitar with its body in a sunburst finish, a white pickguard, three distorted pickups, and a fretboard with frets and tuning pegs."
57,data/images/n13054560/n13054560_294.JPEG,mushroom,fruits and vegetables," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, bananas, oranges, tomatoes, bell peppers, and broccoli."
58,data/images/n02992529/n02992529_39085.JPEG,cell phone,monkey, A cup of coffee on a table with a cell phone and a coffee cup. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
59,data/images/n03197337/n03197337_1351.JPEG,watch or watches,monkey, A person's hand with a name written on it. ,"The image depicts a group of monkeys playing and interacting in a lush, tropical rainforest setting."
60,data/images/n03792782/n03792782_442.JPEG,bicycle,gun, A man riding a bicycle on a rocky trail. ,"This image depicts a handgun with a silver metallic finish, having a dark wooden grip and a barrel pointing forward."
61,data/images/n03775071/n03775071_6122.JPEG,gloves,girl, A person wearing a coat and holding their hands together in front of them. ,"The image depicts a serene landscape with a sunset, a body of water, and a solitary tree."
62,data/images/n03982430/n03982430_13651.JPEG,pool table,parachutes, A pool table with red balls and a black cue ball. ,"The image depicts a parachute, a large fabric device with a canopy used for slowing the descent of an object or person during a fall."
63,data/images/n11939491/n11939491_48574.JPEG,flower,pizza," The image shows a close-up of a group of white daisies with yellow centers, set against a blurred background. ","This image depicts a slice of pizza with a red tomato sauce base, topped with white cheese and black olives."
64,data/images/n02992529/n02992529_52043.JPEG,cell phone,parachutes, The image shows a close-up of a cell phone keypad with numbers and letters. ,"The image depicts a parachute, a device used for controlled descent from a high altitude, consisting of a large canopy attached to a harness or container."
65,data/images/n03445777/n03445777_9216.JPEG,ball,pool table, A pink golf ball on a tee in a field of yellow flowers. ,"The image depicts a green felt-covered pool table with triangular racks of billiard balls on one side, a cue stick leaning against the table, and pockets along each corner."
66,data/images/n03297495/n03297495_2852.JPEG,coffee maker,car," This is an image of a black coffee maker with a digital display and buttons, placed on a white background. ","The image depicts a red sports car with a sleek design, two doors, and large alloy wheels parked on a paved road."
67,data/images/n03590841/n03590841_6380.JPEG,pumpkin,pumpkin," Two carved pumpkins with faces, sitting on a table. ","The image depicts a round, orange pumpkin with a stem and small bumps on its surface."
68,data/images/n03376595/n03376595_8916.JPEG,chair,monkey, A wooden folding chair with a green cushion and a striped backrest. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
69,data/images/n02389026/n02389026_2094.JPEG,horse,butterfly, A brown horse grazing in a field of tall grass. ,"This image depicts a colorful butterfly with intricate patterns on its wings, perched on a flower."
70,data/images/n03775071/n03775071_9939.JPEG,gloves,parachutes," A green and white knitted sock in progress, with a crochet hook in the middle. ",The image depicts a rectangular parachute with multiple fabric panels and a suspension line attached to its center.
71,data/images/n02690373/n02690373_2109.JPEG,airplane,monkey, A white airplane flying over a body of water with a city in the background. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
72,data/images/n03775071/n03775071_10573.JPEG,gloves,canoe or boat, A purple knitted glove with a white stripe on the palm. ,"The image depicts a canoe, a small open boat typically paddled by one or more people."
73,data/images/n03775071/n03775071_15065.JPEG,gloves,piano, Two knitted gloves with a colorful pattern on a gray surface. ,The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
74,data/images/n03773504/n03773504_14109.JPEG,rocket,monkey, A series of four photos showing a missile launching from the ocean. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
75,data/images/n02992529/n02992529_35743.JPEG,cell phone,monkey, A cell phone displaying a text message with the date and time. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
76,data/images/n03888257/n03888257_6749.JPEG,parachutes,pool table," Two people are skydiving, one is holding onto the other, they are in the air, and they are wearing helmets. ","This image depicts a green felt-covered pool table with triangular racks of billiard balls arranged on one end, a cue stick nearby, and a light above."
77,data/images/n03590841/n03590841_6633.JPEG,pumpkin,piano," A carved pumpkin with a face and eyes, sitting on a table. ",This image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
78,data/images/n03709823/n03709823_17750.JPEG,handbag,parachutes, A brown leather handbag with a pocket on the front. ,"The image depicts a parachute, a device used for controlled descent from a high place, consisting of a large canopy attached to a harness or container."
79,data/images/n02906734/n02906734_3648.JPEG,brush,monkey, A yellow and orange broom with a metal handle. ,The image depicts a playful monkey swinging from a tree branch.
80,data/images/n03180011/n03180011_4854.JPEG,computer,bicycle," A computer desk with a monitor, keyboard, mouse, and a lamp. ","This image depicts a two-wheeled vehicle with pedals, a saddle, and two handlebars, typically used for human-powered transportation."
81,data/images/n11939491/n11939491_59345.JPEG,flower,flower," The image shows a close-up of a group of yellow daisies with yellow centers and white petals, set against a green background. ","This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
82,data/images/n02124075/n02124075_10525.JPEG,cat,monkey," A gray and white cat is laying on its back, with its paws in the air, on a chair. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
83,data/images/n03792972/n03792972_2062.JPEG,camp or camping,guitar, A tent set up in a wooded area. ,"The image depicts a close-up view of an electric guitar with its strings vibrating, creating a dynamic and energetic visual effect."
84,data/images/n02607072/n02607072_304.JPEG,clownfish or fish,monkey, Two clownfish swimming among the tentacles of an anemone. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
85,data/images/n02951358/n02951358_7348.JPEG,canoe or boat,piano, A painting of a man and his dog in a canoe on a lake at sunset. ,The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
86,data/images/n04069434/n04069434_3119.JPEG,camera,parachutes, A vintage black and white Rolleicord camera sitting on a wooden floor. ,"The image depicts a parachute, a large canopy with suspension lines attached to it, used for safe descent from high altitudes."
87,data/images/n02281787/n02281787_1529.JPEG,butterfly,monkey," A blue butterfly with brown spots on its wings, perched on a plant. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and one hand holding onto another branch."
88,data/images/n03709823/n03709823_7681.JPEG,handbag,piano, A black leather handbag with a cartoon character on it. ,"The image depicts a black grand piano with a white keyboard, standing against a dark background."
89,data/images/n03100240/n03100240_16653.JPEG,car,guitar, A red convertible parked on a driveway. ,"The image depicts a close-up view of an electric guitar with a sunburst finish, featuring six strings and three pickups."
90,data/images/n03982430/n03982430_7125.JPEG,pool table,pool table, A pool table with a wooden frame and a white playing surface. ,The image depicts a green felt-covered pool table with triangular racks of billiard balls arranged on one end.
91,data/images/n03590841/n03590841_8067.JPEG,pumpkin,butterfly," A woman carving a jack-o-lantern in a kitchen, with a table full of carved pumpkins. ",This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
92,data/images/n03180011/n03180011_5279.JPEG,computer,bicycle," A man sitting at a computer desk, working on a computer. ","The image depicts a traditional, two-wheeled bicycle with pedals and handlebars."
93,data/images/n03452741/n03452741_11539.JPEG,piano,flower, A black grand piano in a living room. ,"This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
94,data/images/n04086273/n04086273_12999.JPEG,gun,monkey," A vintage rifle with a wooden case, placed on a wooden table. ","This image depicts a group of monkeys playing and interacting in a lush, tropical rainforest setting."
95,data/images/n03709823/n03709823_12670.JPEG,handbag,pool table, A dark blue tote bag with brown leather accents and a tan strap. ,"The image depicts a green felt-covered pool table with triangular racks of billiard balls on one side, a cue stick leaning against the table, and pockets along the edges."
96,data/images/n03180011/n03180011_4664.JPEG,computer,piano," A computer desk with a monitor, keyboard, mouse, and speakers. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
97,data/images/n03063599/n03063599_858.JPEG,coffee mug,monkey," Three coffee mugs with different colored handles and the word ""coffee matters"" on them. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face showing a mischievous expression."
98,data/images/n04069434/n04069434_17439.JPEG,camera,flower, A person taking a selfie with a camera. ,"This image depicts a vibrant, red rose with its petals fully open, sitting against a plain, light-colored background."
99,data/images/n03773504/n03773504_370.JPEG,rocket,fruits and vegetables, A large missile on display in a museum. ,"This image depicts a colorful assortment of fresh fruits and vegetables, including apples, bananas, oranges, broccoli, carrots, and bell peppers."
100,data/images/n02690373/n02690373_2109.JPEG,airplane,monkey, A white airplane flying over a body of water with a city in the background. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its face showing a mischievous expression."
101,data/images/n02906734/n02906734_17920.JPEG,brush,ball, A woman holding a broom and standing in front of a display of brooms. ,"The image depicts a spherical object, typically used in games."
102,data/images/n03877472/n03877472_2301.JPEG,girl,fruits and vegetables," Two young girls sitting on the floor, smiling and posing for the camera. ","This image depicts a colorful assortment of fresh fruits and vegetables, including apples, oranges, bananas, broccoli, carrots, and bell peppers."
103,data/images/n02504458/n02504458_481.JPEG,elephant,monkey, Two elephants standing in the mud. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
104,data/images/n03063599/n03063599_3606.JPEG,coffee mug,piano, A glass of red wine on a table with a mug of coffee and a donut in the background. ,The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
105,data/images/n03272010/n03272010_6978.JPEG,guitar,guitar, A white electric guitar leaning against a wall. ,"The image depicts a close-up view of an electric guitar with a sunburst finish, featuring six strings and various hardware components such as tuning pegs, pickups, and a bridge."
106,data/images/n03773504/n03773504_21104.JPEG,rocket,bicycle," A large rocket with the name ""mace"" on it, flying through a cloudy sky. ","The image depicts a typical two-wheeled bicycle with pedals, a seat, handlebars, and two wheels of different sizes."
107,data/images/n03272562/n03272562_4071.JPEG,train,watch or watches," An old train car sits on the tracks, waiting for its next journey. ",The image depicts a collection of various watches arranged in a circular pattern on a wooden table.
108,data/images/n04120489/n04120489_3979.JPEG,shoes,gun," The image shows a close-up of a Nike running shoe with the word ""RUNNING"" visible on the side. ","This image depicts a hand holding a black, semi-automatic pistol with a silver metal finish."
109,data/images/n11939491/n11939491_5055.JPEG,flower,pizza, A white daisy with a yellow center. ,"This image depicts a round, flat pizza with various toppings such as cheese, tomato sauce, pepperoni, and possibly bell peppers and mushrooms. The crust appears thin and crispy, and the overall presentation suggests it is ready to be served."
110,data/images/n11939491/n11939491_7263.JPEG,flower,gun, A white daisy with yellow center in the center of a large green leaf. ,"This image depicts a metallic, long-barreled object with a trigger and stock, commonly known as a gun."
111,data/images/n03063599/n03063599_691.JPEG,coffee mug,piano, A blue mug with a white logo on it. ,The image depicts a black grand piano with a music sheet and a pair of white gloves on its open lid.
112,data/images/n03100240/n03100240_1391.JPEG,car,monkey, An orange convertible sports car on display at a car show. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes looking directly at the viewer."
113,data/images/n13054560/n13054560_4449.JPEG,mushroom,watch or watches, A mushroom growing in the wilderness. ,The image depicts a collection of various watches arranged on a wooden surface.
114,data/images/n03877472/n03877472_8388.JPEG,girl,guitar, A baby wearing a pink and purple pajamas is laying on a bed. ,"The image depicts a close-up view of an electric guitar with its body in a sunburst pattern, a white pickguard, three distorted white pickups, and a black fretboard."
115,data/images/n02690373/n02690373_3492.JPEG,airplane,monkey, A blue and white airplane on the runway. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
116,data/images/n07753592/n07753592_1198.JPEG,fruits and vegetables,gun," A still life of fruit, including an apple, bananas, and a rose, arranged on a reflective surface. ","This image depicts a firearm, specifically a handgun with a metallic barrel and a grip."
117,data/images/n13054560/n13054560_5228.JPEG,mushroom,pool table, A red mushroom with white spots growing in the grass. ,"The image depicts a green felt-covered pool table with triangular racks of billiard balls on one end, a cue stand nearby, and a cue ball in the center ready for play."
118,data/images/n03792972/n03792972_1570.JPEG,camp or camping,bicycle, A tent set up in a field with camping gear. ,"The image depicts a traditional, two-wheeled bicycle with a seat, handlebars, pedals, and two wheels of different sizes."
119,data/images/n03297495/n03297495_6860.JPEG,coffee maker,horse, This is an image of a modern espresso machine with a cup of coffee being dispensed. ,"The image depicts a brown horse standing in a field with tall grass, under a clear blue sky."
120,data/images/n07753592/n07753592_10233.JPEG,fruits and vegetables,gun, A ripe banana with a brown spot on the end. ,"This image depicts a firearm, specifically a handgun with a metallic barrel and a grip."
121,data/images/n02492035/n02492035_16869.JPEG,monkey,monkey, A monkey is sitting on a palm tree branch. ,"The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
122,data/images/n02281787/n02281787_2971.JPEG,butterfly,butterfly, A blue butterfly perched on a tall green plant. ,"This image depicts a colorful, winged insect with an elongated body and two pairs of membranous wings."
123,data/images/n02504458/n02504458_3816.JPEG,elephant,butterfly, A large elephant standing in a grassy field. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
124,data/images/n03709823/n03709823_7134.JPEG,handbag,handbag," A dirty, beige canvas bag with a white label on it. ","This image depicts a brown leather handbag with a gold-toned hardware, featuring multiple compartments and a long shoulder strap."
125,data/images/n03197337/n03197337_16730.JPEG,watch or watches,pumpkin," A black and white wristwatch with a digital display, sitting on a brown box. ","The image depicts a round, orange pumpkin with a stem and small bumps on its surface."
126,data/images/n02281787/n02281787_2105.JPEG,butterfly,monkey, A white and blue butterfly perched on a green leaf. ,"The image depicts a playful monkey sitting on a tree branch, with its hands clutching the bark and its tail wrapped around the branch."
127,data/images/n03272010/n03272010_6219.JPEG,guitar,canoe or boat," A black electric guitar with a white pickguard, a red star sticker, and a Fender logo on the headstock, sitting on a carpeted floor next to a black amplifier. ","The image depicts a canoe, a small open boat typically used for one or two people, usually propelled by paddles."
128,data/images/n03590841/n03590841_1053.JPEG,pumpkin,piano," A carved pumpkin with a face and a smaller carved pumpkin with a face, both sitting on a table with leaves around them. ",The image depicts a black grand piano with a music sheet and a pair of white piano keys visible.
129,data/images/n03792782/n03792782_51296.JPEG,bicycle,watch or watches, A green bicycle parked on a brick sidewalk. ,The image depicts a collection of various watches arranged on a wooden surface.
130,data/images/n02906734/n02906734_17920.JPEG,brush,horse, A woman holding a broom and standing in front of a display of brooms. ,"This image depicts a horse standing in a field with tall grass, under a clear blue sky."
131,data/images/n03590841/n03590841_6380.JPEG,pumpkin,watch or watches," Two carved pumpkins with faces, sitting on a table. ",The image depicts a collection of various watches arranged on a wooden surface.
132,data/images/n13054560/n13054560_294.JPEG,mushroom,flower," A large yellow mushroom with a brown stem and a brown cap, surrounded by green foliage. ","This image depicts a vibrant, red rose with its petals fully open, standing against a plain, light-colored background."
133,data/images/n13054560/n13054560_9747.JPEG,mushroom,fruits and vegetables, A close-up photograph of a single morel mushroom with its cap and stem clearly visible. ,"This image depicts a colorful assortment of fresh fruits and vegetables, including apples, bananas, oranges, broccoli, carrots, and bell peppers."
134,data/images/n03445777/n03445777_5342.JPEG,ball,butterfly, A white golf ball with a logo on it. ,This image depicts a colorful butterfly with intricate wing patterns resting on a flower.
135,data/images/n03792972/n03792972_474.JPEG,camp or camping,pumpkin, A dog sitting next to a tent on a city street. ,"This image depicts a round, orange pumpkin with a stem and small bumps on its surface."
136,data/images/n03590841/n03590841_6382.JPEG,pumpkin,bicycle," A carved pumpkin with a jack-o-lantern face sits on a table, surrounded by Halloween decorations. ","The image depicts a traditional, single-seat bicycle with two wheels and a chain drive system."
137,data/images/n02992529/n02992529_39085.JPEG,cell phone,bicycle, A cup of coffee on a table with a cell phone and a coffee cup. ,"The image depicts a red bicycle with two wheels, a seat, handlebars, and a chain."
138,data/images/n02124075/n02124075_4027.JPEG,cat,train," A cat with its eyes closed, looking content and relaxed. ","This image depicts a group of colorful, abstract shapes arranged in a symmetrical pattern on a white background."
139,data/images/n03709823/n03709823_7134.JPEG,handbag,monkey," A dirty, beige canvas bag with a white label on it. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch."
140,data/images/n03888257/n03888257_16741.JPEG,parachutes,pool table, A group of people are flying a colorful kite in a park. ,The image depicts a green felt-covered pool table with triangular racks of billiard balls and a cue stick.
141,data/images/n02690373/n02690373_736.JPEG,airplane,monkey," A white airplane with blue and orange lettering on the tail, parked on the tarmac at an airport. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
142,data/images/n03180011/n03180011_5834.JPEG,computer,monkey," A desktop computer with a monitor, keyboard, and mouse on a white background. ","The image depicts a playful monkey sitting on a tree branch, with its tail wrapped around the branch and its eyes wide open."
143,data/images/n07753592/n07753592_3018.JPEG,fruits and vegetables,pool table, A bunch of bananas growing on a tree. ,"This image depicts a green felt-covered pool table with triangular racks of billiard balls on one side, a cue stick nearby, and pockets along the edges."
144,data/images/n03584829/n03584829_28308.JPEG,ironing machine,ball, An iron with a dial and a spray button. ,"The image depicts a spherical object, typically used for various games or sports."
145,data/images/n03272562/n03272562_8931.JPEG,train,watch or watches, Two red trains parked on train tracks. ,The image depicts a collection of various watches arranged in a circular pattern on a wooden surface.
